study_hours_per_day,focus_session_minutes,productive_minutes,distraction_minutes,idle_time_minutes,completed_tasks,pending_tasks,deadline_completion_rate,coding_hours,reading_hours,revision_hours,quiz_score,practice_questions,sleep_hours,break_frequency,focus_score,xp_earned,current_level,streak_days,skills_completed,productivity_score
3.53,99.4,223.8,137.3,103.2,7,9,58.85,1.04,1.2,1.27,73.65,37,6.83,4,60.89,9940,18,167,16,58.58
7.13,178.4,345.4,126.4,55.0,9,6,73.67,3.01,1.88,1.75,81.97,57,7.26,4,71.61,15006,32,222,36,84.55
4.07,153.2,193.1,155.8,101.2,9,13,65.19,1.51,0.74,1.0,70.45,41,6.63,3,63.11,12568,29,178,21,58.0
3.93,93.2,178.1,204.0,110.8,9,16,62.48,1.69,1.48,1.47,54.43,23,7.23,4,43.96,7126,16,145,14,47.28
5.33,147.2,253.2,108.8,28.8,8,12,80.56,2.01,1.41,1.21,71.59,67,7.13,4,88.11,17468,34,185,32,74.89
4.37,142.4,269.6,233.7,133.0,10,9,58.18,1.44,1.4,0.81,67.95,39,6.44,5,57.79,10926,20,140,19,52.17
7.62,242.4,368.7,97.6,54.2,10,3,77.37,3.04,2.25,1.87,84.19,65,6.42,3,87.47,16467,37,327,37,84.37
2.89,68.0,93.4,183.9,143.5,1,16,49.18,1.71,0.99,1.03,58.01,28,7.1,6,39.28,6436,14,108,14,35.71
2.03,31.6,115.0,249.4,82.9,5,13,33.01,0.1,0.53,0.1,64.39,37,7.16,5,42.41,6826,16,93,17,40.04
3.6,124.5,224.5,161.8,115.8,3,12,45.84,1.55,1.05,1.24,60.95,41,9.5,6,56.34,10088,19,174,14,47.6
5.1,157.4,242.3,121.0,57.8,6,8,69.97,2.28,1.43,1.45,69.58,56,5.84,4,70.69,14325,31,243,32,70.88
3.66,69.5,148.3,183.8,128.8,6,12,57.64,2.53,1.39,0.96,59.89,34,8.02,4,52.71,5212,14,110,15,52.77
6.83,224.8,330.4,165.0,126.3,10,6,76.53,2.8,2.67,2.11,82.0,57,5.81,3,75.55,13170,31,223,34,70.51
2.61,124.3,181.7,155.0,104.9,4,10,53.21,1.17,1.05,0.59,51.54,38,6.16,5,52.57,7461,17,74,12,49.27
7.28,205.8,386.3,22.9,66.1,12,6,94.37,3.18,2.44,2.2,82.67,80,9.03,1,93.47,22738,48,286,41,93.41
7.91,264.8,379.9,144.4,98.7,10,9,79.44,2.88,2.87,1.44,64.96,72,5.17,6,77.13,15161,32,255,32,71.99
3.57,87.3,182.7,180.8,133.9,7,8,65.44,1.56,1.55,1.04,54.65,24,7.16,5,58.2,8656,20,118,20,54.66
7.58,249.3,416.1,127.8,61.5,6,5,80.39,2.86,1.83,1.29,78.01,56,8.39,3,82.19,18480,29,265,32,82.79
4.73,182.5,251.7,128.5,63.1,9,11,48.79,1.36,1.21,1.48,67.51,50,6.16,5,52.42,10723,17,129,19,60.05
4.0,82.3,193.6,185.6,110.4,5,9,54.24,1.8,1.72,1.17,62.96,50,5.63,4,56.76,9221,20,222,22,48.65
3.55,75.1,176.9,245.4,92.7,8,11,52.01,0.85,0.97,0.79,62.07,42,6.77,4,51.21,9278,21,137,18,52.63
4.75,141.6,235.9,239.2,86.6,3,13,44.38,1.75,1.94,1.73,55.36,41,5.93,6,52.54,8387,9,51,13,39.68
4.78,147.1,202.6,153.3,95.8,7,13,65.67,1.28,1.49,0.89,48.48,49,6.3,5,58.86,9588,21,110,22,59.82
5.83,164.6,283.5,143.9,38.1,10,8,81.72,1.91,1.66,1.87,78.49,52,7.51,3,82.48,17755,33,284,34,82.22
2.47,53.3,120.5,179.9,120.4,5,12,60.19,0.73,1.2,0.47,62.38,45,8.81,5,57.83,12752,24,149,17,44.78
2.52,61.8,142.6,177.4,163.6,2,13,44.85,0.75,0.7,0.29,55.17,18,6.77,6,48.25,6222,14,121,9,30.38
5.53,155.4,262.1,164.3,40.6,8,8,75.71,2.57,1.56,1.77,68.26,46,7.25,4,73.57,13442,28,239,31,68.5
3.22,112.0,162.4,244.2,137.7,3,13,45.25,2.15,1.28,0.45,44.46,13,8.48,9,39.35,1698,8,10,0,21.87
3.91,93.7,165.2,168.7,113.4,5,14,68.77,0.81,1.29,1.12,57.59,27,6.35,5,49.43,5860,15,96,12,43.57
3.94,104.6,195.0,230.3,91.5,5,12,56.93,2.28,1.31,0.8,43.51,36,4.99,6,57.77,4707,18,124,15,32.62
5.0,154.0,252.3,151.9,48.9,6,7,66.33,1.36,1.04,1.5,77.73,63,5.75,3,75.09,15462,33,258,33,69.35
3.74,96.8,201.5,224.7,112.9,9,12,55.28,2.21,1.12,0.84,62.38,27,6.82,7,52.01,8463,17,137,20,44.11
5.29,161.6,293.2,196.3,91.1,8,10,53.74,1.5,1.62,1.17,72.74,51,7.54,6,79.32,16121,28,273,26,55.93
2.77,30.1,111.9,241.7,88.0,5,10,50.75,0.48,0.51,0.34,50.91,17,6.53,7,37.28,7620,12,110,9,30.57
6.41,163.9,323.6,138.4,110.7,7,11,68.41,2.45,1.42,1.73,66.81,53,4.75,4,70.01,14829,31,209,20,62.3
4.08,158.7,236.0,188.0,141.7,4,11,49.78,2.35,0.67,1.5,58.22,16,6.47,4,53.8,8353,19,152,21,54.56
5.08,157.4,276.5,113.5,82.6,8,6,73.73,1.65,1.09,1.09,76.83,52,8.96,4,59.21,14781,23,209,24,58.96
5.84,160.5,215.2,89.3,47.7,8,11,71.09,2.03,1.51,1.97,76.92,76,6.69,6,70.78,16356,40,275,32,68.67
6.13,167.1,316.1,115.9,75.7,9,8,76.84,2.41,1.88,1.37,68.9,60,5.75,3,78.77,14093,37,308,34,77.29
4.65,149.3,229.3,157.3,78.7,8,5,75.29,1.77,1.74,1.16,71.74,52,8.82,4,60.0,11659,27,206,26,62.46
6.17,230.8,342.8,130.4,19.1,6,8,70.63,3.19,1.86,1.71,67.94,59,8.99,4,78.9,14712,37,229,33,77.46
6.14,189.0,297.0,118.3,93.5,12,7,73.54,2.96,2.66,1.33,81.3,50,7.78,3,76.12,14349,32,227,29,76.83
3.97,120.4,193.3,130.0,110.5,8,10,71.02,1.65,2.02,1.04,65.53,53,7.88,4,54.24,11684,22,155,22,65.86
7.64,232.1,372.1,80.5,36.8,11,5,66.92,3.4,2.61,1.63,88.24,65,7.18,2,85.74,19329,42,256,31,84.29
5.59,225.4,347.1,192.5,106.5,5,5,69.01,1.61,1.54,1.35,69.29,32,8.41,4,45.97,11911,27,164,18,52.9
5.42,134.2,205.0,127.3,126.9,7,8,44.69,2.2,2.6,1.37,62.82,36,7.53,6,57.26,12861,21,154,24,49.79
1.81,10.0,67.0,224.6,173.9,4,15,54.29,1.28,0.13,0.61,54.64,14,7.33,7,42.33,3253,14,53,11,22.89
2.45,47.9,89.7,218.5,81.6,4,10,46.77,1.05,1.09,0.95,43.51,33,8.92,6,43.37,6683,12,31,13,34.66
6.81,186.5,314.3,123.4,82.0,7,7,70.31,2.96,2.14,1.88,82.07,47,6.0,2,74.43,17419,28,201,28,72.02
5.93,210.7,308.2,139.5,87.9,5,9,66.43,1.78,1.12,1.62,64.75,33,7.24,4,59.27,10715,25,176,22,66.64
3.62,85.7,151.9,151.8,125.0,6,8,65.29,1.65,0.7,0.89,67.68,36,8.53,4,58.73,12108,21,203,21,50.74
6.15,174.6,322.7,223.3,102.3,8,8,59.95,2.4,2.68,1.89,72.36,47,6.49,7,55.13,12514,25,158,18,62.95
4.73,135.4,258.8,199.0,129.3,3,10,65.2,2.37,1.21,1.07,60.87,27,9.28,6,62.09,5715,23,88,23,41.19
4.64,127.0,269.3,203.1,120.1,9,8,53.14,1.41,0.8,0.78,69.14,46,7.04,3,63.71,12801,23,112,24,63.2
4.49,132.3,225.7,249.7,138.5,5,12,55.9,2.47,1.5,0.85,65.52,36,6.67,6,57.45,4901,18,122,13,41.83
4.47,163.9,261.9,164.3,70.9,9,8,63.88,2.25,1.1,1.36,61.39,57,8.04,6,67.29,12370,26,104,21,68.46
2.2,119.1,152.0,219.1,117.2,3,13,46.83,1.96,1.05,0.7,48.66,15,6.82,6,55.16,6107,13,58,11,34.13
1.59,21.8,49.4,234.4,96.9,1,14,51.94,0.0,0.49,0.26,62.9,15,7.94,6,36.88,4100,9,41,5,21.62
4.02,127.2,221.6,172.6,123.4,1,13,65.17,0.85,1.43,1.09,63.73,33,7.24,7,37.12,4911,14,34,16,35.79
2.39,62.4,112.0,242.0,119.9,2,11,35.16,0.77,1.24,0.34,49.44,22,8.2,7,27.94,3018,12,83,7,19.49
7.97,232.0,382.4,170.1,47.7,10,3,66.26,3.85,2.47,2.06,70.09,70,7.84,3,77.14,20822,37,242,37,77.68
5.47,161.2,260.5,88.7,73.7,8,7,67.79,2.13,1.89,0.83,76.09,41,6.66,4,61.76,13467,22,204,28,73.9
6.27,163.3,265.8,148.8,79.5,7,7,71.21,2.64,1.14,1.41,76.68,47,7.88,6,61.85,14143,27,201,28,63.33
7.01,196.2,291.8,70.7,23.8,13,4,95.43,2.93,1.8,2.08,76.42,99,7.95,2,97.95,20442,41,292,40,95.89
3.89,124.8,244.6,262.7,128.5,6,14,36.65,1.59,1.25,1.05,55.37,26,8.63,6,51.19,5100,15,142,18,41.52
6.19,179.5,305.7,122.5,46.6,5,6,75.37,1.8,2.19,1.66,63.41,52,8.99,5,63.59,15024,31,212,30,70.7
4.28,150.8,241.1,191.1,68.1,7,12,71.49,0.91,1.62,1.09,74.33,62,6.98,3,54.86,13176,26,178,22,61.19
8.62,300.0,473.8,11.8,19.1,10,4,78.99,3.99,2.41,1.98,86.49,95,8.35,4,83.7,19544,39,322,41,98.2
5.3,159.1,250.7,117.3,92.3,7,9,87.11,2.34,0.87,1.73,71.2,57,6.63,4,72.39,17442,32,214,28,66.69
5.86,146.9,284.8,139.9,82.7,7,6,59.85,1.35,1.67,1.46,67.6,47,6.62,5,74.99,11426,26,231,22,64.26
3.14,33.9,98.9,224.2,100.6,7,12,55.95,0.36,0.86,0.61,45.63,19,6.16,8,58.2,4357,16,64,14,29.27
3.94,104.5,211.0,174.5,140.7,6,10,56.99,0.99,1.41,0.29,74.43,40,7.89,5,62.09,9212,16,136,24,52.08
3.65,134.1,214.7,115.9,116.6,6,12,49.31,0.9,1.36,0.67,69.27,45,6.49,4,54.1,8212,26,157,17,50.84
6.31,213.3,371.3,94.3,54.2,8,11,58.78,2.75,2.29,1.68,72.84,43,7.73,4,82.17,14261,32,212,31,79.16
5.03,120.9,245.6,176.0,74.1,5,8,46.04,1.82,1.35,1.66,59.74,46,8.03,6,60.78,11497,27,134,19,57.27
4.11,108.1,173.1,201.2,74.1,7,14,62.3,2.75,1.34,1.15,75.0,45,8.42,4,62.02,10826,25,210,20,53.71
5.52,224.8,333.4,155.2,112.5,8,7,63.91,2.38,2.46,1.28,56.87,61,7.27,6,65.55,12102,30,144,28,62.77
3.33,98.2,164.5,233.0,110.2,7,12,57.89,1.13,0.88,0.51,52.0,32,5.37,4,63.15,10297,18,120,20,46.2
3.97,83.7,136.8,247.1,89.3,6,13,46.39,1.48,1.18,0.31,52.74,28,7.71,5,44.76,9234,17,95,20,54.68
1.42,10.0,0.0,258.9,169.7,5,14,45.2,0.76,1.42,0.57,48.31,17,7.61,6,28.38,1932,10,34,4,30.2
4.06,127.1,225.0,197.9,144.8,7,12,54.06,1.33,1.76,1.0,53.8,34,6.79,6,51.38,8454,20,156,22,38.46
5.85,204.0,300.6,162.9,111.6,7,12,58.3,2.8,1.26,1.34,64.36,41,6.97,7,55.93,12281,21,200,20,49.5
6.21,201.3,298.8,118.7,114.3,10,9,85.55,2.08,1.84,1.97,84.33,69,8.12,4,78.91,17784,38,260,34,82.76
4.74,151.2,229.8,215.5,94.0,9,10,43.96,1.97,1.16,0.89,62.43,35,7.96,8,55.07,12958,30,177,24,42.1
3.98,110.3,215.6,205.9,76.3,8,9,64.9,1.06,1.33,1.32,68.21,58,8.98,4,60.78,11901,19,134,18,49.31
6.13,156.6,270.3,131.0,71.3,10,7,60.46,2.93,1.84,1.62,76.05,69,7.27,2,70.22,10974,30,232,32,71.47
2.41,64.2,112.4,162.2,129.1,9,13,60.13,1.68,0.48,0.5,63.67,44,8.51,7,54.8,8146,21,128,15,43.87
2.74,67.8,121.4,244.9,128.3,6,11,43.94,0.85,0.62,0.74,70.02,27,5.25,5,56.61,10743,15,116,27,39.74
5.0,160.9,275.2,153.6,41.3,3,6,60.06,2.03,1.78,1.2,74.61,53,7.31,6,56.86,13396,22,112,19,54.39
7.48,228.9,406.9,19.2,63.1,9,2,90.61,3.39,2.45,2.28,75.72,63,6.74,3,86.71,20468,40,300,40,96.23
5.32,188.9,262.4,147.1,52.8,9,9,80.47,2.6,1.88,1.5,75.5,49,4.28,4,63.73,16970,38,256,26,57.25
7.52,254.3,433.4,134.4,125.5,8,7,77.69,3.85,2.43,1.33,67.84,57,7.25,4,68.96,15673,31,258,28,84.84
4.5,190.1,236.3,249.0,101.0,9,11,57.48,0.72,1.47,1.03,57.08,63,7.72,4,62.95,12481,28,184,24,53.27
2.47,104.8,169.5,266.3,128.8,4,10,57.93,0.1,0.7,0.56,46.84,17,8.28,9,42.43,6329,12,93,14,25.76
5.84,150.4,288.2,130.6,52.2,10,3,69.38,2.08,2.66,1.77,80.5,56,6.48,3,74.12,16792,30,226,35,85.15
4.78,132.8,201.3,106.0,78.1,8,6,72.77,1.4,1.06,1.55,68.79,59,6.72,4,76.94,11637,34,195,34,65.35
3.61,118.4,163.2,244.4,100.9,7,14,60.69,0.71,1.4,0.84,59.91,44,6.62,7,62.84,11063,19,149,17,43.69
4.87,146.7,228.8,185.3,116.1,8,12,66.71,2.16,0.83,1.29,75.43,42,7.67,4,54.52,12411,23,158,27,57.89
5.48,185.0,293.3,177.7,126.5,7,10,62.6,1.0,1.95,1.36,60.22,38,6.53,7,51.93,10003,11,153,13,49.41
4.92,130.9,194.9,185.1,111.1,7,12,63.25,1.32,1.54,0.88,58.23,30,7.1,3,62.8,12741,25,146,18,54.77
3.03,115.1,196.2,203.4,64.9,8,8,47.85,1.35,1.37,1.33,69.33,35,6.43,4,57.77,7315,22,161,12,48.78
4.64,115.1,202.3,215.4,108.1,4,14,50.57,2.31,1.39,0.89,58.66,39,6.26,6,55.64,9484,22,107,19,48.02
2.93,48.3,132.5,214.4,133.1,4,17,29.35,1.72,0.28,0.98,44.4,19,7.41,6,36.96,3939,6,95,15,33.1
5.97,136.2,288.3,199.0,97.8,8,6,55.36,1.08,2.34,1.4,94.99,44,6.94,5,68.54,12807,28,225,33,73.99
3.6,76.3,166.4,217.3,157.7,4,15,47.01,1.86,0.79,0.38,41.86,3,6.65,10,48.02,5081,11,60,8,15.63
7.6,226.3,355.0,167.3,75.0,8,8,76.82,1.3,2.88,2.05,85.85,60,7.72,2,79.43,16822,36,270,35,80.28
4.83,165.5,218.9,156.3,121.5,9,5,74.29,1.76,1.08,1.79,88.28,52,7.32,6,65.98,10794,23,163,24,60.48
4.6,146.3,219.1,137.9,128.5,7,13,49.57,1.78,1.69,1.31,59.33,46,5.77,3,55.14,9796,16,139,22,52.94
2.47,67.9,152.9,192.4,131.9,2,17,44.67,0.21,1.47,0.96,41.33,7,6.4,8,34.0,7294,8,42,9,16.26
2.96,37.6,108.2,165.3,104.4,4,11,48.76,0.0,1.12,0.4,66.54,7,6.81,7,50.34,6695,16,62,15,39.9
6.1,163.5,269.5,152.6,100.2,9,8,77.42,2.52,2.02,0.96,69.26,55,7.87,2,76.47,12228,30,236,24,73.22
6.02,192.5,320.4,162.0,91.5,7,9,57.25,2.1,1.84,1.5,64.57,47,8.6,5,73.2,14806,28,200,21,67.21
3.2,43.3,179.7,103.6,106.4,5,11,63.43,2.38,1.0,0.81,59.47,35,7.82,6,48.92,9570,23,165,18,46.13
3.89,99.3,221.3,146.8,87.1,6,10,74.34,1.83,1.16,1.37,64.87,39,8.29,6,55.22,11727,23,145,24,45.36
6.02,183.1,307.5,143.4,123.6,6,8,71.95,2.52,1.41,1.41,69.39,33,8.24,7,72.02,14920,25,195,26,60.71
8.41,249.7,420.5,98.1,91.4,10,12,69.6,2.94,2.98,1.6,86.07,71,5.27,1,92.72,17660,40,330,31,78.49
6.12,145.7,278.6,148.7,103.1,8,10,60.09,2.79,2.61,1.08,58.52,56,7.54,4,56.74,13128,24,214,18,54.72
4.86,141.0,247.8,145.8,98.0,7,10,64.38,2.15,1.6,1.16,62.72,39,5.36,2,77.4,14831,28,184,29,59.7
3.57,107.8,157.0,192.2,118.8,3,11,34.43,1.11,0.7,0.9,46.44,29,7.3,8,43.25,8087,10,58,14,26.29
5.31,186.3,289.3,178.0,92.1,5,9,62.59,2.26,1.48,1.4,73.0,46,6.06,5,60.82,10114,23,131,20,61.44
6.29,154.1,307.7,148.3,86.8,6,10,70.33,2.55,1.85,1.56,80.2,49,7.07,5,61.27,16385,28,172,18,63.81
2.16,94.3,128.2,285.9,118.4,4,15,30.14,0.5,0.51,0.45,58.16,1,8.29,5,44.49,5594,6,36,8,28.09
5.7,154.9,232.3,121.1,37.2,12,6,77.82,1.33,1.19,1.05,83.4,63,7.37,4,84.83,17108,34,247,30,78.13
2.82,42.1,112.2,287.8,113.8,0,12,43.2,1.53,1.21,0.56,50.03,11,8.49,8,23.27,4915,3,48,8,17.76
5.43,159.8,229.7,73.1,65.4,11,6,75.48,2.73,1.66,1.43,73.42,68,5.59,5,70.27,16293,35,238,32,68.3
7.24,219.2,372.6,156.2,52.8,7,8,73.9,2.54,2.22,1.54,83.85,71,6.86,2,86.81,17765,40,220,39,76.08
2.53,53.2,122.0,228.8,161.3,5,17,48.22,1.21,0.44,0.38,54.7,18,8.44,7,49.78,4379,7,52,5,24.85
3.78,147.3,188.0,176.4,126.1,6,13,48.8,1.41,1.22,1.06,65.79,15,5.71,6,58.61,6714,18,166,14,40.42
5.82,213.2,337.3,170.9,64.2,8,9,64.83,2.42,2.17,1.63,64.02,55,7.9,6,54.54,15427,32,201,31,65.84
5.69,142.2,269.2,169.5,95.2,11,8,74.71,1.95,1.56,1.33,71.76,49,7.86,4,70.37,15846,30,187,32,68.64
6.9,184.4,339.8,85.6,22.3,15,6,90.2,1.63,2.19,1.85,98.3,65,8.42,3,92.29,18878,39,264,37,92.14
2.4,58.4,137.2,227.2,146.1,5,16,39.53,0.3,0.85,0.75,56.19,25,7.93,5,45.49,6553,10,77,12,38.93
5.46,175.1,291.0,226.4,68.4,5,10,64.41,2.31,1.27,2.35,43.7,44,9.42,4,59.92,10330,17,146,16,46.84
5.55,186.3,297.8,149.5,105.7,10,11,63.93,2.42,1.57,1.23,71.09,56,6.33,2,67.02,11254,27,161,29,68.59
3.61,89.6,195.9,299.2,151.5,2,13,43.53,1.77,1.97,0.27,48.39,7,7.4,5,37.11,7436,10,39,15,29.97
5.26,154.5,286.9,165.3,117.4,5,12,46.13,2.93,1.8,1.34,59.03,44,8.05,4,58.32,9019,26,109,15,55.28
6.69,192.4,331.9,57.8,55.0,11,6,83.0,2.77,1.5,1.33,68.58,73,6.54,5,89.39,19278,42,225,32,84.12
5.51,202.3,349.0,81.5,61.4,11,6,82.16,1.48,1.52,1.26,71.54,72,5.83,1,87.21,16580,37,255,35,76.68
6.7,211.7,332.2,194.9,133.6,7,10,59.95,2.31,1.63,1.45,57.3,40,8.7,5,72.59,9871,19,79,21,65.52
5.36,161.1,283.6,169.9,77.2,8,11,67.17,1.97,1.67,1.25,65.03,34,6.94,7,57.53,10548,17,139,20,50.26
5.36,159.6,248.5,121.2,30.5,8,6,66.0,1.88,1.77,1.61,84.01,67,7.4,2,76.5,16030,36,242,32,70.52
4.02,146.5,188.2,194.1,137.4,3,13,30.18,1.72,1.07,1.02,52.44,23,8.21,7,44.55,5838,9,80,8,28.39
4.11,150.7,194.0,145.4,133.9,4,8,52.52,2.05,0.83,1.17,74.31,43,8.02,5,55.09,11507,25,169,20,53.14
7.61,195.4,343.5,138.3,82.9,10,7,65.86,3.41,2.41,1.5,74.53,56,7.33,0,85.83,15647,33,272,31,83.06
5.02,184.7,260.5,146.4,41.1,7,12,52.08,2.17,2.28,1.29,66.57,42,8.62,5,58.12,13287,22,195,23,61.16
3.33,69.2,153.5,239.8,110.2,4,13,54.53,1.04,0.53,0.62,49.73,29,8.87,5,54.77,10441,22,101,16,37.88
5.98,197.7,296.3,247.7,88.8,6,10,63.83,2.51,1.76,1.24,69.13,41,9.35,6,55.44,11445,27,155,23,56.2
6.1,154.5,306.6,215.5,82.7,8,9,54.52,2.21,1.74,1.33,69.53,49,7.56,5,58.38,12814,20,156,23,67.02
1.33,76.0,98.8,225.1,140.8,2,14,34.4,0.0,0.0,0.43,43.94,12,7.31,8,23.25,2543,6,36,4,9.65
4.99,123.0,212.6,161.0,91.1,4,11,51.4,1.72,1.44,1.53,47.15,29,6.83,3,52.57,9497,17,171,14,43.85
5.82,145.5,285.8,211.9,62.9,6,11,69.96,1.16,1.73,0.73,66.96,43,5.83,5,52.59,12119,24,223,26,51.87
3.99,159.2,236.4,72.8,62.0,9,8,73.65,2.19,1.92,1.18,59.67,52,7.71,6,63.31,13765,27,212,26,68.82
3.38,58.3,129.4,202.0,85.6,5,14,39.97,0.89,0.83,0.48,51.43,23,5.54,7,52.17,2171,15,112,12,33.93
7.05,186.1,369.7,26.8,40.7,12,8,85.44,2.73,3.18,1.9,87.1,80,7.76,3,70.44,18703,38,208,39,83.76
2.21,77.1,88.9,202.0,162.6,6,15,35.45,0.34,0.36,0.0,35.29,1,8.75,7,33.62,2729,8,0,0,14.65
2.37,116.8,141.0,223.5,149.9,2,13,51.67,0.73,0.89,0.5,51.99,26,6.81,7,48.28,7281,6,65,12,26.17
7.04,219.9,361.1,77.7,70.2,8,9,73.68,2.9,1.72,1.87,87.97,58,8.53,5,80.09,14399,29,239,27,77.33
3.17,98.8,181.7,212.6,157.7,2,10,38.08,1.63,0.97,0.83,52.72,4,6.34,7,38.48,4822,9,63,10,30.28
5.87,160.2,277.1,140.7,88.8,9,5,67.58,1.8,2.12,1.45,69.19,55,8.31,3,63.06,13724,32,214,36,68.6
8.34,269.0,398.8,78.7,72.6,7,1,79.85,3.93,3.04,2.16,91.42,75,7.36,3,73.29,15838,38,267,32,87.3
6.76,163.6,295.8,121.7,77.2,10,5,71.4,4.09,2.35,2.1,69.5,70,7.21,4,73.59,13521,34,211,29,76.73
4.68,130.8,236.0,216.8,101.7,3,10,55.25,3.03,1.02,0.87,66.8,27,5.6,7,47.94,6735,20,141,18,37.96
5.74,164.1,284.2,140.5,117.0,9,10,60.53,2.04,1.82,1.44,77.61,42,8.41,5,61.79,10084,24,164,19,61.07
5.14,148.4,235.1,33.1,111.2,8,10,65.12,2.21,2.16,1.16,61.84,38,7.2,5,66.46,13420,26,239,27,70.98
5.39,164.9,247.8,126.3,95.0,10,8,83.56,3.23,1.02,0.64,86.39,65,7.71,4,84.62,16017,37,191,33,78.02
3.06,95.5,169.5,255.2,112.9,6,9,35.95,1.55,0.19,0.33,49.61,18,9.41,5,56.09,9407,15,83,12,43.94
7.16,206.4,321.8,75.7,52.1,9,5,85.01,3.35,1.93,1.96,78.14,71,7.87,2,95.68,16171,42,304,37,82.1
4.79,166.8,267.2,120.0,105.8,7,11,51.3,2.66,1.99,1.15,63.41,49,6.59,3,67.29,11295,25,165,17,49.44
3.21,145.9,156.0,120.5,95.0,6,11,57.25,0.74,0.73,0.62,66.53,44,7.51,4,55.18,9977,19,169,22,47.29
6.93,218.1,340.2,160.1,111.4,8,6,63.99,3.05,2.11,1.4,62.54,47,5.89,6,68.58,11288,29,205,24,67.03
6.01,187.5,336.6,121.5,30.0,8,7,91.46,2.57,1.83,1.37,70.57,59,5.74,3,66.23,13307,31,128,29,75.83
5.43,135.2,214.8,204.8,70.3,6,11,74.71,2.3,1.6,1.28,71.71,51,9.1,5,63.64,11376,27,148,22,57.01
4.97,155.7,218.3,86.9,150.3,7,8,65.9,2.2,1.17,0.78,59.01,48,6.94,4,78.11,12344,25,144,27,62.66
2.72,111.3,196.5,326.2,146.5,4,17,37.25,1.16,1.39,0.78,63.6,16,7.5,6,37.38,7099,10,104,4,24.51
6.24,195.4,320.6,119.2,77.1,9,10,71.18,2.29,2.62,1.09,70.07,54,7.33,5,69.06,14069,25,172,24,76.54
2.97,43.8,90.1,169.0,86.8,3,11,36.42,1.76,0.17,0.48,60.54,41,9.26,7,48.93,10357,22,127,16,38.02
4.56,130.3,217.1,139.6,99.2,8,11,54.63,1.85,1.27,1.22,75.78,44,9.27,5,55.97,13359,27,146,28,56.82
6.43,208.6,337.5,145.4,96.3,10,9,60.11,2.4,1.38,1.81,67.31,57,8.18,4,82.35,13312,25,220,34,66.33
4.08,128.2,212.4,243.7,67.6,7,11,56.59,1.54,0.97,1.03,54.65,49,6.86,3,52.41,14522,22,92,25,52.15
3.88,123.1,216.4,63.2,84.8,11,10,79.34,1.86,0.84,1.11,71.53,57,7.11,1,71.98,14077,30,279,40,70.07
5.11,184.6,276.2,164.1,122.6,8,8,72.15,2.13,1.02,1.36,68.57,59,8.12,4,59.44,15351,28,164,31,65.39
4.53,108.5,176.4,170.5,67.6,6,11,66.62,2.28,1.74,0.79,72.91,52,8.93,5,68.88,14381,24,172,26,67.65
6.9,198.7,338.5,124.3,67.5,9,5,82.17,3.35,3.28,1.39,73.24,54,7.96,4,79.08,15327,35,152,33,76.49
2.8,105.5,167.8,244.5,144.2,1,12,23.77,1.02,0.85,0.83,49.46,4,7.15,7,20.26,5330,4,38,7,10.61
5.12,145.4,199.3,169.8,95.6,6,8,68.39,3.03,1.26,1.2,72.35,39,7.71,6,56.95,12838,18,79,30,55.57
4.57,180.4,276.1,107.6,97.0,7,8,63.6,1.68,1.04,1.27,52.74,51,7.65,4,61.24,14412,29,190,27,60.73
5.25,128.6,252.0,171.2,95.3,4,9,38.81,2.61,1.49,1.64,55.31,48,6.84,6,67.49,9229,16,102,20,56.73
5.44,190.8,285.0,204.8,91.9,6,12,55.51,1.46,1.39,1.15,61.59,43,6.38,1,61.37,14706,26,199,27,56.97
4.22,115.0,208.9,213.4,53.0,5,13,65.16,1.21,1.3,0.61,62.68,44,6.01,7,66.91,11204,27,165,22,42.64
5.62,180.6,303.1,143.8,67.1,9,7,68.23,2.49,1.45,1.59,91.8,67,6.65,5,60.69,13005,34,201,23,65.43
4.63,180.5,251.3,210.6,83.9,7,9,59.86,2.14,1.01,0.73,64.01,29,6.87,5,52.2,10847,23,140,17,54.78
5.49,151.5,279.2,125.8,101.4,5,11,58.47,1.66,2.01,1.85,73.82,53,6.54,4,58.41,9339,20,166,23,52.71
6.82,227.1,328.2,80.7,16.9,9,4,82.37,2.51,1.81,1.57,72.61,83,7.74,2,89.92,18500,43,276,37,83.27
4.06,126.7,205.5,156.0,47.3,8,15,65.9,1.84,1.36,0.61,73.92,46,5.38,5,54.32,11260,18,139,22,57.06
6.86,206.8,332.2,142.3,34.1,8,6,77.38,2.55,2.63,1.41,81.23,75,5.99,3,81.75,17599,33,251,39,83.55
6.39,148.8,310.0,60.7,37.5,9,7,72.0,2.29,1.78,1.43,74.91,61,5.19,5,84.08,12942,31,218,30,68.14
4.48,113.2,218.0,151.3,116.0,7,9,48.96,2.02,1.54,1.36,60.56,51,5.38,4,57.71,11122,28,125,23,60.22
4.62,133.7,239.0,231.9,97.2,4,8,55.5,1.51,1.67,1.12,67.93,34,7.43,5,52.29,8676,17,163,12,48.91
8.25,233.1,392.7,0.0,35.7,15,7,88.68,3.46,2.26,2.78,86.69,77,6.36,0,89.18,21885,44,266,45,98.2
6.45,174.8,297.1,120.8,90.5,10,8,70.35,2.88,2.85,1.21,68.56,32,6.54,5,65.72,15944,23,187,27,74.94
