study_hours_per_day,app_usage_minutes,idle_time_minutes,lms_logins_per_week,submission_offset_hours,completion_rate_percent,deadline_misses_30d,streak_days,avg_session_length_min,distraction_visits_per_day,sleep_hours,risk_level,is_procrastinator
5.5,97.6,19.7,12,43.4,81.2,1,19,61.7,5,5.56,Low,0
4.52,192.8,39.5,9,9.3,61.8,6,10,23.6,6,5.79,Moderate,0
4.15,113.0,16.1,7,10.4,53.0,8,11,43.1,10,6.51,High,1
2.75,115.9,44.5,9,28.0,60.0,1,10,42.0,1,7.06,Low,0
1.37,199.7,56.8,6,-27.3,33.7,10,0,25.4,13,7.22,High,1
3.97,145.0,53.2,12,32.0,72.8,5,11,57.2,10,5.55,Moderate,1
3.08,156.6,74.6,8,22.7,41.2,8,7,36.1,13,4.54,High,1
3.02,207.3,40.2,12,23.1,62.2,6,4,21.2,3,5.96,Moderate,1
3.05,161.8,45.0,9,20.0,55.5,9,5,22.3,6,7.27,High,1
2.78,176.5,0.0,9,14.0,69.5,3,12,48.5,6,6.29,Moderate,0
3.03,141.9,61.1,9,45.7,61.5,9,1,38.8,7,5.95,High,1
5.16,242.3,49.4,4,-5.7,45.9,10,9,12.0,20,6.15,High,1
2.37,188.4,61.3,10,7.8,41.7,11,5,38.9,12,6.88,High,1
0.0,253.6,58.9,9,-0.0,29.1,10,5,27.7,10,6.13,High,1
0.0,267.5,54.7,4,-26.4,28.1,13,0,47.5,17,5.28,High,1
1.85,128.2,56.6,6,-7.1,46.1,6,12,44.2,7,6.93,High,1
4.14,187.0,80.6,7,8.6,31.2,12,1,32.6,14,5.68,Moderate,1
2.35,216.3,71.1,4,-13.9,36.4,11,4,56.4,19,5.78,High,1
6.86,131.7,31.2,9,37.7,86.0,2,13,39.0,4,6.74,Low,0
2.11,190.2,40.6,8,11.3,37.8,7,10,30.1,7,4.88,High,1
4.96,132.0,10.9,12,40.8,75.4,3,18,51.7,7,5.7,Low,0
3.49,177.7,37.4,6,19.3,41.0,7,8,29.4,14,5.5,Moderate,1
1.29,235.6,43.7,5,-10.6,38.9,7,7,41.2,12,5.12,Moderate,1
4.85,95.2,36.2,9,16.5,72.1,4,11,40.9,6,6.76,Moderate,1
1.28,200.6,43.6,5,0.7,49.2,10,3,29.3,13,5.21,Moderate,1
4.04,114.8,4.8,12,38.7,72.4,1,16,52.4,0,7.21,Moderate,0
5.13,46.4,20.8,10,57.1,81.9,6,17,45.6,5,5.18,Moderate,0
1.93,153.7,71.8,9,0.8,43.6,9,7,39.9,8,6.02,High,1
2.74,136.8,45.6,8,36.6,67.5,5,15,54.0,2,8.28,Moderate,0
4.58,58.2,37.4,9,44.7,89.0,6,19,40.9,1,6.36,Low,0
4.98,112.3,25.7,14,37.3,77.7,0,11,48.8,4,8.33,Low,0
5.03,57.6,0.0,13,49.1,84.3,1,14,44.1,3,6.01,Low,0
4.62,100.8,29.5,7,19.9,54.3,3,13,42.4,3,7.74,Moderate,0
4.15,162.4,61.2,8,10.8,61.3,5,10,48.5,14,6.01,Moderate,1
3.14,149.7,49.7,8,9.5,40.6,7,7,39.1,11,7.57,Low,0
3.34,94.3,41.3,10,47.8,60.8,8,12,38.0,5,6.74,Moderate,0
3.99,140.4,55.2,12,7.6,68.4,7,10,24.5,4,8.22,Moderate,1
4.51,181.7,67.9,6,19.0,59.3,8,7,41.1,11,7.03,High,1
2.45,115.6,42.2,14,20.5,62.2,5,9,30.9,2,6.91,Moderate,1
3.73,137.0,39.5,10,21.9,53.5,8,12,55.8,4,6.76,Moderate,1
5.71,177.4,21.7,14,33.8,92.0,0,20,56.9,0,7.77,Low,0
4.05,90.1,45.4,9,31.3,78.3,3,14,40.0,6,7.74,Moderate,0
4.02,181.7,38.1,10,15.9,67.9,7,10,53.5,4,5.32,Moderate,1
3.54,119.3,29.4,15,37.9,71.1,5,15,39.9,6,6.83,Low,0
6.0,0.0,38.8,17,48.5,94.0,0,15,64.5,1,6.75,Low,0
3.08,183.7,25.3,10,15.9,73.4,6,11,40.3,2,7.61,High,1
2.86,190.3,47.7,8,-6.9,49.5,8,1,20.0,10,5.98,Moderate,0
3.61,192.2,43.6,9,21.9,63.7,6,13,36.4,10,7.17,Low,0
4.46,125.7,41.0,10,19.8,42.5,6,12,40.5,12,6.68,High,1
4.03,223.2,61.7,12,3.4,51.5,9,6,14.2,13,6.53,High,1
6.09,99.3,56.5,15,50.6,84.4,3,18,47.2,4,6.3,Low,0
4.89,102.7,26.8,9,-3.9,57.0,4,15,52.0,3,7.16,Moderate,0
3.81,79.5,32.1,12,8.2,71.7,6,9,44.8,3,7.59,Moderate,0
6.56,90.3,12.6,12,28.9,79.3,1,21,56.1,6,7.01,Low,0
0.39,214.0,58.0,4,8.8,28.8,11,6,24.3,11,4.65,High,1
5.57,104.7,21.5,9,31.2,67.5,4,19,44.4,2,7.01,Low,0
1.96,220.9,83.9,8,23.2,56.1,9,5,14.9,13,5.98,High,1
1.75,131.1,56.9,5,-6.9,44.3,9,6,36.5,11,4.6,Moderate,1
4.84,131.6,11.8,9,34.4,72.9,5,14,44.6,4,7.63,Low,0
4.91,168.6,42.9,8,17.1,39.9,7,11,37.0,10,7.19,Moderate,0
5.14,106.1,31.0,8,17.5,73.2,3,8,38.8,6,5.76,High,1
1.61,167.6,55.7,9,11.6,37.9,9,1,31.1,9,6.49,Moderate,0
6.49,91.6,23.8,14,38.2,86.5,4,15,60.8,1,7.92,Low,0
3.53,144.9,20.3,11,23.6,79.1,7,15,43.9,3,6.32,Low,0
4.33,145.0,50.1,7,20.1,51.5,6,10,42.8,8,6.5,Moderate,0
3.55,172.3,46.2,9,22.6,79.8,4,16,43.2,0,5.24,Low,0
4.76,134.2,18.9,7,27.8,61.8,6,10,62.0,4,6.39,Low,0
2.46,191.9,52.2,12,14.3,46.4,9,5,20.2,11,6.53,Moderate,1
4.62,171.7,55.1,10,32.3,48.5,5,12,59.1,10,7.6,Moderate,0
5.32,119.2,13.5,11,46.1,69.5,5,18,45.7,3,7.01,Low,0
4.9,126.0,39.0,11,22.2,64.3,6,14,47.6,6,6.31,Moderate,0
5.38,69.0,11.0,17,27.4,93.0,2,15,35.0,0,7.93,Low,0
5.74,130.0,27.7,10,28.8,73.7,2,22,44.8,4,6.06,Moderate,0
4.14,118.0,31.1,8,22.4,78.9,4,11,40.1,4,5.67,Low,0
2.87,134.8,21.2,11,17.9,62.3,6,14,58.8,3,6.23,Low,0
5.16,117.9,49.5,11,35.1,79.5,6,7,40.6,6,5.89,Moderate,1
3.96,76.2,0.0,13,36.6,73.1,1,16,40.3,5,7.69,Low,0
6.7,79.3,28.2,12,64.3,100.0,0,19,45.3,0,7.52,Low,0
4.56,82.4,34.1,7,23.4,64.9,3,10,52.6,0,8.01,Low,0
5.21,77.2,25.1,13,21.0,85.4,1,18,33.8,1,6.19,Low,0
4.63,173.9,29.2,13,9.0,65.9,3,15,46.8,8,7.19,Moderate,0
5.54,100.0,22.1,10,32.3,75.2,5,8,61.8,6,6.44,Low,0
2.46,177.7,77.2,6,-14.9,47.6,7,0,32.5,13,7.23,High,1
3.59,120.1,59.8,9,22.6,57.5,5,10,37.5,8,6.22,Moderate,1
3.38,145.3,31.3,13,23.4,59.1,5,10,34.1,9,5.97,Low,0
5.27,153.4,31.7,9,46.4,72.7,4,15,79.1,1,7.05,Low,0
2.14,154.7,54.0,9,-1.1,60.4,8,8,48.7,9,6.67,Moderate,0
1.64,199.4,72.4,6,-0.4,47.8,9,6,42.6,11,5.06,High,1
0.0,214.0,54.0,9,15.9,45.3,7,8,35.6,13,6.58,High,1
4.0,182.2,21.1,10,12.0,65.6,8,6,41.7,9,6.63,Moderate,1
8.12,32.2,24.7,10,33.9,70.6,2,14,44.9,5,6.85,Low,0
5.96,57.1,8.5,11,53.9,82.4,0,19,51.1,3,8.05,Low,0
4.12,102.5,43.6,12,30.4,81.6,6,14,18.5,4,5.64,Low,0
4.61,90.6,22.2,5,17.7,87.3,5,12,38.8,1,6.59,Low,0
7.94,37.1,42.0,11,39.0,99.2,1,15,52.0,4,5.76,Low,0
5.48,104.1,34.8,11,28.5,86.9,4,13,53.7,6,6.87,Moderate,1
2.87,214.5,68.9,2,11.4,36.3,8,7,44.5,9,6.04,Moderate,1
2.04,308.3,69.5,6,-18.6,47.8,11,0,36.2,9,5.42,High,1
2.36,238.6,33.1,8,8.0,43.3,10,11,18.9,15,6.83,High,1
3.92,204.4,27.9,6,6.2,51.2,6,8,41.7,7,7.06,Moderate,1
2.76,203.3,40.7,6,1.9,48.1,9,10,35.6,12,6.98,High,1
3.88,171.7,1.8,13,17.8,70.0,3,14,43.2,5,6.33,Low,0
4.11,97.0,25.7,6,42.6,83.3,4,18,44.2,0,8.03,Low,0
3.46,139.8,32.7,12,5.7,64.7,9,8,25.7,8,4.54,Moderate,1
4.31,160.6,49.0,8,11.0,66.3,4,11,53.5,3,5.09,Low,0
4.28,114.1,39.2,7,36.0,57.9,8,14,44.5,10,6.0,High,1
0.68,320.2,74.8,3,-3.9,27.7,9,0,32.2,14,4.32,High,1
0.0,194.1,73.4,5,-14.3,31.3,10,5,17.5,15,4.72,High,1
0.18,266.4,50.6,7,-0.6,26.6,9,8,46.4,14,4.02,Moderate,0
5.48,22.2,13.2,9,39.3,71.0,1,11,53.2,5,6.92,Low,0
4.13,141.3,78.0,4,29.6,67.5,8,13,45.8,12,6.62,Moderate,0
1.97,242.5,80.6,10,13.9,48.4,9,5,34.0,14,5.32,High,1
5.07,137.1,51.8,12,31.7,76.8,4,14,61.0,13,6.24,Moderate,0
4.92,133.4,76.1,10,38.2,52.6,5,6,6.5,9,7.46,Low,0
3.75,99.0,24.4,10,17.0,66.9,6,8,51.0,8,6.61,Low,0
4.33,213.4,58.6,5,9.6,51.5,8,6,16.9,4,6.38,High,1
1.17,179.3,44.4,6,0.8,43.7,7,6,33.4,13,5.44,High,1
4.89,95.6,16.4,11,14.1,88.3,2,16,54.2,2,6.77,Low,0
3.29,95.4,23.6,10,30.8,74.3,5,12,41.2,2,5.28,Moderate,1
2.0,240.8,71.1,5,3.2,18.7,11,0,22.7,11,5.89,High,1
3.31,274.3,47.1,11,-1.8,56.6,11,9,53.7,5,6.16,High,1
1.8,198.3,55.5,3,-7.4,53.7,10,9,36.3,11,4.99,High,1
5.21,173.7,57.2,11,26.1,76.5,5,9,40.4,12,6.03,Moderate,0
2.66,159.7,65.1,7,-18.5,43.2,7,7,16.1,16,5.31,High,1
4.57,51.6,32.2,12,21.0,70.6,1,17,42.5,2,7.2,Low,0
5.97,113.4,22.9,15,26.4,78.6,4,15,49.9,0,6.49,Moderate,0
0.0,200.9,84.7,3,8.3,32.9,11,1,23.8,14,5.19,High,1
4.41,128.4,49.3,14,50.6,64.1,3,12,56.4,5,6.62,Moderate,0
2.17,210.2,68.2,7,-5.6,42.6,10,4,18.5,13,6.13,High,1
4.44,138.8,37.8,11,45.2,86.5,2,13,47.8,3,6.71,Low,0
3.1,192.8,67.8,6,9.5,39.9,9,7,22.3,8,5.85,Moderate,1
4.5,141.9,44.1,12,19.5,72.5,5,10,51.2,0,6.39,Moderate,0
4.28,76.2,51.5,9,27.7,77.9,7,8,42.4,8,6.33,Moderate,0
1.83,208.3,78.3,1,-2.8,39.3,11,0,24.9,16,5.54,Moderate,1
4.19,103.7,3.1,11,47.8,91.4,2,22,52.2,5,7.17,Low,0
3.09,114.3,20.3,11,42.5,82.1,0,18,50.0,0,7.28,Low,0
6.22,89.9,27.4,11,34.7,79.8,2,13,56.1,3,6.91,Low,0
3.07,135.2,46.3,10,9.7,66.2,4,12,58.1,3,6.2,High,1
1.57,142.1,51.9,4,-12.4,35.6,10,1,32.3,14,5.64,High,1
1.84,232.3,56.2,6,14.9,32.3,11,4,12.9,8,6.01,High,1
5.44,80.7,26.9,13,31.7,73.7,3,12,67.5,12,6.95,Low,0
0.87,200.8,50.4,5,-1.1,14.3,10,2,16.5,16,5.95,High,1
1.39,244.4,44.2,4,14.1,45.5,10,0,38.0,15,6.44,High,1
2.76,171.9,74.1,10,17.9,44.2,11,7,33.5,9,6.05,Moderate,0
4.55,209.5,28.7,9,-4.2,45.7,5,14,38.5,8,5.76,Moderate,1
4.93,121.6,33.4,9,28.3,71.5,7,13,43.0,7,6.27,Moderate,0
1.88,227.9,65.9,8,3.2,38.5,12,8,15.2,10,7.47,High,1
3.41,85.9,31.0,8,36.2,71.9,4,17,58.1,3,6.36,Low,0
6.77,100.2,20.2,14,29.3,73.8,2,14,43.4,4,5.97,Low,0
6.58,156.5,39.4,10,20.8,76.5,4,12,38.0,1,7.98,Low,0
3.68,158.1,58.9,6,32.8,53.9,6,6,25.8,6,6.5,Moderate,0
0.94,221.4,45.7,7,-13.2,48.0,8,4,19.5,15,6.49,High,1
1.96,96.4,16.7,8,36.6,71.3,5,11,39.6,9,7.11,Moderate,0
2.93,173.8,50.6,7,7.6,43.7,7,0,9.8,12,5.77,Moderate,1
5.47,51.9,48.9,13,22.3,85.3,4,17,40.3,1,5.48,Low,0
3.15,185.8,58.1,5,7.1,33.9,8,4,40.5,5,5.87,High,1
4.77,34.8,29.6,13,52.7,77.7,1,18,37.0,0,8.33,Moderate,0
4.34,107.9,30.9,11,28.3,61.0,6,12,34.5,6,7.5,Low,0
5.49,68.4,24.2,10,16.3,77.7,4,19,30.7,2,8.14,Moderate,0
4.98,100.7,44.8,8,23.2,79.4,4,14,50.0,0,7.11,Low,0
5.12,124.3,8.7,10,11.0,71.8,2,13,50.8,5,7.23,Moderate,1
2.51,151.3,53.0,9,3.2,64.1,6,6,30.3,2,5.31,Moderate,1
3.91,143.8,42.9,8,28.8,68.8,6,15,43.6,9,5.54,Moderate,0
6.04,10.3,66.5,10,30.7,82.1,3,16,54.3,1,7.63,Low,0
0.54,244.4,70.8,6,19.0,39.9,11,2,23.2,11,5.38,High,1
2.47,151.8,20.0,13,24.0,55.6,5,16,57.4,4,7.16,Low,0
6.05,85.5,1.4,12,36.5,84.2,6,15,35.7,0,6.08,Low,0
5.88,49.2,9.0,16,53.0,96.4,1,19,55.8,4,6.65,Low,0
6.15,71.9,0.0,12,33.9,90.5,3,20,56.8,3,6.7,Low,0
4.04,169.8,15.2,10,38.3,77.7,4,9,28.4,7,5.48,Low,0
4.86,63.2,0.0,13,23.5,77.3,0,19,35.9,4,7.28,Low,0
2.26,109.3,27.4,9,11.3,40.4,10,10,43.0,4,5.54,Moderate,0
1.19,155.1,21.3,7,27.2,51.1,6,11,42.7,12,4.89,Moderate,0
6.55,132.8,14.4,15,33.0,60.9,3,18,43.7,2,5.31,Low,0
4.34,199.4,51.3,12,14.9,52.0,6,10,44.7,6,6.58,Moderate,0
3.98,195.7,21.2,10,34.8,56.0,3,14,33.9,1,4.83,Moderate,1
2.94,105.9,48.4,10,33.7,82.5,6,13,38.3,0,7.53,High,1
2.61,135.6,40.7,8,-3.4,61.4,5,6,35.0,2,6.51,Moderate,0
3.88,151.9,40.5,8,15.2,60.0,7,14,40.9,5,7.06,Moderate,1
4.78,112.0,53.5,9,47.8,81.4,4,14,59.2,4,4.95,Low,0
4.47,133.6,14.2,11,46.6,70.4,7,15,43.2,9,7.68,Moderate,0
2.06,188.2,59.8,6,2.0,38.6,11,6,28.3,11,5.71,High,1
5.69,38.9,1.4,13,44.8,86.8,0,20,60.4,0,6.85,Low,0
2.48,177.6,59.4,9,19.4,48.5,9,6,38.9,7,6.88,High,1
3.17,168.5,69.1,11,28.0,59.2,8,8,49.7,10,5.45,Moderate,0
2.68,194.4,66.9,9,4.1,41.6,8,12,33.8,10,5.51,Moderate,1
2.83,184.7,76.4,6,6.6,45.0,11,2,29.9,14,5.93,High,1
0.0,229.3,81.1,6,-11.2,39.7,13,5,28.6,19,5.51,High,1
2.79,142.7,27.6,10,12.5,58.9,5,11,32.2,1,5.87,Moderate,0
2.58,216.0,60.6,11,4.2,21.9,10,6,13.8,12,6.17,High,1
5.14,123.0,36.0,14,-2.5,76.7,4,10,43.5,3,7.16,Moderate,1
4.19,7.2,25.7,6,0.9,81.5,1,14,60.3,7,5.57,Moderate,0
4.88,88.4,25.4,7,20.1,69.1,2,11,53.8,9,6.82,Low,0
5.66,81.9,27.4,15,39.9,80.0,2,16,52.1,3,7.91,Low,0
4.63,112.4,44.8,10,13.3,73.5,6,12,37.8,6,7.97,Moderate,1
4.89,159.1,70.6,11,28.7,66.4,8,10,25.0,7,6.02,Moderate,1
7.23,134.3,39.7,14,22.9,72.2,5,17,67.0,5,5.64,Low,0
5.06,48.4,26.6,11,36.1,74.9,4,19,46.9,0,6.56,Low,0
0.95,226.3,56.1,7,-7.3,36.0,8,2,25.9,13,5.25,High,1
5.76,120.5,32.1,12,39.5,90.0,3,13,54.2,2,6.97,Moderate,0
3.53,141.4,49.3,8,19.4,35.7,8,5,39.3,13,6.74,High,1
6.35,182.0,44.5,7,5.9,58.5,7,7,31.6,8,5.34,Moderate,0
5.79,71.4,37.8,12,37.4,79.7,4,18,55.2,3,6.46,Low,0
4.38,83.3,22.6,13,25.8,99.8,1,16,37.3,0,7.97,Low,0
2.85,169.8,47.4,8,17.5,43.0,10,8,22.1,10,4.54,High,1
7.95,56.5,5.1,11,35.4,87.1,0,19,43.6,6,7.97,Low,0
3.86,96.3,30.6,9,8.3,61.7,9,11,34.3,6,5.65,High,1
4.15,246.4,56.1,11,24.3,70.8,7,13,48.2,10,5.3,Moderate,0
3.46,159.7,19.0,11,28.2,84.4,5,13,43.9,2,7.24,Low,0
4.4,150.4,38.5,11,11.0,58.4,2,13,52.5,7,6.73,Low,0
2.39,223.9,61.3,4,16.5,39.5,6,5,11.6,12,6.08,High,1
2.58,198.6,47.2,6,-11.2,44.3,9,10,42.7,15,3.92,High,1
6.39,81.7,72.9,10,40.1,78.2,2,14,49.5,1,6.76,Low,0
4.02,134.6,27.8,8,16.8,50.2,6,12,17.4,8,7.21,Moderate,1
3.34,186.0,64.3,4,0.0,35.0,11,3,31.5,6,7.79,High,1
0.44,224.4,53.4,1,-15.9,27.1,12,4,36.3,18,6.3,High,1
2.21,209.2,42.5,6,-8.2,44.3,10,3,24.6,12,6.88,High,1
0.0,173.7,81.5,6,11.0,21.0,10,0,25.8,18,6.38,High,1
3.56,150.8,38.8,11,16.8,48.6,11,6,51.4,11,5.98,Moderate,0
2.42,185.9,57.4,12,1.0,51.6,7,7,42.3,11,7.47,Moderate,0
1.57,219.8,69.8,5,-0.4,31.1,13,2,30.7,14,5.37,High,1
5.63,136.8,35.7,12,13.9,76.6,1,13,53.0,8,7.58,Low,0
4.84,141.8,11.3,12,53.8,86.2,3,15,50.8,0,6.86,Moderate,0
1.77,142.3,31.6,6,2.0,38.2,7,10,18.6,9,5.94,Moderate,1
0.18,227.1,69.7,7,-22.1,19.8,11,0,24.8,14,5.17,High,1
3.22,143.1,8.7,15,31.6,82.4,4,17,53.8,3,7.72,Low,0
4.38,179.5,73.8,9,26.2,57.6,5,6,52.1,10,5.94,Moderate,1
3.16,110.0,34.3,13,9.8,69.4,9,14,29.0,4,6.56,Moderate,0
4.41,190.1,27.4,11,16.9,86.7,3,7,32.3,7,6.39,Moderate,0
6.06,125.2,35.8,10,22.8,44.3,6,10,53.1,4,5.99,Moderate,0
2.2,170.6,47.0,5,-13.4,26.5,9,4,35.3,6,5.3,High,1
2.89,96.8,2.9,10,23.3,80.9,6,13,54.7,8,7.07,Low,0
2.9,143.3,45.4,7,31.9,70.0,2,10,43.7,3,5.82,Low,0
3.65,219.9,50.0,7,15.3,58.6,5,12,38.9,7,6.35,High,1
3.11,164.8,46.9,6,25.1,41.2,9,8,42.9,10,5.46,Moderate,0
5.38,76.8,50.6,12,14.4,67.3,4,19,25.7,3,6.54,Moderate,0
2.53,189.2,33.8,7,19.4,55.3,7,15,30.7,11,5.62,Moderate,0
3.1,186.8,33.3,8,-7.8,53.1,7,9,32.7,7,6.66,Moderate,1
4.44,218.1,39.5,11,9.3,63.5,5,11,47.9,9,6.14,Moderate,0
0.74,262.0,58.3,4,-1.4,39.3,11,0,28.7,13,5.65,High,1
2.75,163.6,37.3,10,14.7,61.9,6,3,31.1,4,6.0,Low,0
3.26,115.5,23.1,11,4.4,59.8,7,4,32.8,6,6.87,High,1
3.58,172.3,34.9,6,8.3,58.2,6,12,27.1,12,4.76,High,1
5.59,89.5,7.8,9,21.2,70.7,4,15,13.6,4,6.44,Moderate,0
3.68,64.4,40.4,13,35.8,78.3,2,19,66.8,1,6.4,Low,0
2.47,216.1,47.4,8,-11.0,37.9,7,7,19.3,5,7.14,High,1
5.03,61.4,19.9,12,28.6,83.9,3,11,45.0,7,6.44,High,1
5.19,169.7,31.0,11,33.6,80.7,1,13,66.6,1,7.55,Low,0
1.17,141.6,49.2,9,11.8,50.1,8,4,32.6,11,5.1,High,1
2.36,277.8,61.2,6,-15.0,39.2,11,9,32.8,7,5.05,High,1
5.3,128.2,27.6,11,36.2,60.6,1,11,49.9,5,7.63,Low,0
4.3,145.7,57.4,7,19.4,43.3,9,1,31.0,7,5.32,High,1
5.16,86.8,21.9,12,32.3,78.6,2,14,27.6,3,8.11,Low,0
2.99,160.5,49.8,7,-3.7,50.1,8,4,28.6,6,5.58,Moderate,1
3.77,152.6,55.2,8,14.3,58.6,7,10,42.5,3,7.05,Moderate,1
2.41,182.4,32.3,6,14.2,32.0,10,9,20.1,15,4.64,High,1
6.43,138.8,51.7,12,19.1,89.9,3,14,36.0,1,6.69,Low,0
5.31,193.8,41.5,7,-0.5,49.4,9,6,11.0,14,6.0,High,1
2.97,112.6,38.5,5,0.5,62.2,4,8,49.0,11,6.03,Moderate,1
0.79,262.7,63.4,7,0.1,29.9,8,0,25.4,19,5.43,High,1
0.45,237.2,56.8,6,7.5,39.3,10,1,42.6,17,5.05,High,1
4.43,55.9,6.4,6,21.5,76.0,4,9,49.3,5,7.9,Moderate,1
5.13,130.3,57.4,4,-3.1,61.3,7,10,41.9,7,6.2,Moderate,1
1.77,253.2,42.7,5,-0.2,27.0,13,1,22.4,12,6.04,High,1
1.84,236.5,52.1,6,4.5,35.9,11,10,28.5,9,6.75,High,1
4.93,143.9,19.4,10,31.9,69.7,4,8,42.6,11,6.32,Moderate,1
4.3,92.8,1.8,14,38.0,68.5,2,17,40.3,0,7.08,Low,0
6.18,40.0,35.6,12,46.5,85.1,5,16,49.4,3,6.18,Low,0
3.4,175.4,58.4,7,14.9,45.5,9,11,26.0,6,6.0,High,1
5.2,89.6,0.0,13,22.3,73.0,5,12,34.9,8,7.32,Moderate,0
4.8,131.5,37.6,13,36.3,61.0,3,12,60.3,5,7.27,Low,0
0.0,212.7,38.8,8,-11.2,35.4,9,8,18.0,4,5.35,High,1
4.67,102.6,25.8,11,28.7,56.9,3,10,49.1,5,7.05,Moderate,0
2.35,221.5,57.4,1,13.1,41.8,7,7,19.8,12,6.16,Moderate,1
2.65,161.7,51.5,9,28.5,54.4,8,13,32.7,9,7.9,High,1
5.48,127.4,10.8,14,32.2,78.7,7,10,46.6,13,6.28,Moderate,0
5.81,48.8,15.4,10,41.8,89.8,1,19,44.0,3,6.93,Moderate,0
6.28,160.5,0.0,12,61.6,76.9,3,17,60.5,6,6.78,Low,0
1.4,258.7,4.5,12,24.7,54.0,8,11,36.4,13,5.92,Moderate,1
0.76,239.1,63.4,3,-10.9,19.8,11,11,32.2,18,5.51,High,1
3.84,168.4,50.8,8,6.4,56.5,7,6,28.8,7,6.91,Moderate,1
4.29,173.5,14.0,12,56.2,67.7,7,17,45.4,11,7.72,Low,0
4.07,203.7,4.3,11,22.9,67.2,5,10,40.3,11,6.35,Low,0
5.31,65.5,24.3,13,42.1,75.1,2,14,48.1,3,5.77,Low,0
1.97,164.7,10.9,7,20.0,63.4,9,2,30.9,6,5.78,Moderate,1
4.56,49.9,20.4,14,20.8,79.0,1,16,60.7,6,6.61,Low,0
3.01,78.1,61.0,9,26.0,64.2,3,11,63.3,2,7.03,Low,0
5.85,96.8,0.0,16,72.4,78.2,1,16,30.0,1,7.1,Moderate,0
2.85,122.9,46.0,10,12.6,58.6,5,9,57.0,10,6.65,Moderate,1
5.55,105.2,24.5,14,50.3,80.6,0,17,64.5,2,6.54,Low,0
4.57,115.8,30.1,12,32.7,81.1,2,9,55.6,0,7.42,Moderate,0
3.76,221.8,41.8,9,-11.3,48.0,10,9,19.2,9,5.28,Moderate,1
1.16,268.4,58.4,5,13.7,28.4,12,2,44.9,21,5.69,High,1
5.57,133.7,39.2,10,9.8,72.5,5,14,50.1,2,6.0,Low,0
5.64,52.0,18.3,9,40.8,68.5,3,14,37.7,1,5.32,Low,0
6.61,83.4,0.0,14,55.1,89.4,0,19,58.2,5,6.53,Low,0
1.66,248.5,51.3,7,-10.7,51.8,7,9,66.5,17,6.52,High,1
4.47,95.0,39.9,9,36.9,64.4,2,10,36.8,4,6.51,Moderate,0
4.71,197.9,43.7,7,14.7,52.1,6,10,41.6,4,7.38,Moderate,1
3.66,67.1,47.5,9,21.6,62.7,6,8,32.3,4,7.37,Moderate,1
3.45,133.4,57.9,8,19.6,62.2,10,12,39.6,10,5.47,High,1
4.99,106.2,24.0,10,11.8,50.6,3,14,25.8,1,6.65,Moderate,1
2.14,109.6,48.2,2,0.3,53.1,6,7,17.3,0,5.85,High,1
6.06,35.3,0.4,16,43.0,82.4,3,18,47.3,3,7.3,Low,0
6.48,95.6,0.0,13,47.8,60.2,4,21,38.3,5,7.4,Low,0
3.02,153.4,48.3,11,24.0,59.0,6,14,25.9,3,7.89,Moderate,1
0.85,252.6,41.2,6,-32.5,38.9,12,1,24.1,12,5.4,High,1
4.03,221.2,63.5,7,17.1,51.3,7,7,23.1,9,5.7,High,1
2.79,152.2,33.5,10,-14.4,46.6,9,4,34.6,11,5.35,High,1
2.69,153.9,60.2,7,-0.4,58.6,7,5,26.4,10,6.93,Moderate,0
1.29,155.2,49.6,10,14.8,48.2,9,6,36.6,12,5.71,High,1
6.82,79.4,44.5,15,42.4,88.7,3,19,30.2,0,8.08,Moderate,1
6.4,91.4,23.0,12,32.1,77.9,4,12,38.4,4,5.91,Moderate,0
2.68,216.4,11.8,12,-5.5,49.8,9,11,36.3,7,5.2,Moderate,1
2.61,188.7,75.1,6,-15.1,32.6,13,2,24.9,16,6.82,High,1
2.93,135.8,27.3,5,15.7,50.3,10,16,42.2,12,6.17,Moderate,0
4.51,244.4,49.0,8,6.4,49.1,7,9,45.1,13,5.75,High,1
5.43,92.8,7.6,10,25.6,78.5,3,9,39.4,9,6.9,Low,0
4.66,67.9,33.9,10,20.0,73.1,5,19,51.8,5,6.26,Low,0
2.39,246.5,41.1,5,30.7,60.3,9,10,53.0,13,6.22,Moderate,1
1.38,302.0,85.7,5,8.3,22.0,11,0,28.9,10,5.9,High,1
5.79,118.0,51.8,8,22.2,65.9,7,11,42.1,4,5.57,Moderate,1
4.84,115.2,26.1,14,45.2,76.6,2,15,53.9,9,6.63,Moderate,1
3.58,232.4,26.0,8,17.2,54.7,9,10,27.5,5,6.8,High,1
3.15,202.2,43.1,4,2.9,38.9,7,1,31.6,5,6.73,Moderate,0
5.17,218.6,32.1,8,1.2,49.4,10,11,38.9,6,6.22,High,1
4.16,195.1,32.5,9,2.4,45.4,9,4,44.9,4,7.19,High,1
4.29,100.8,19.0,11,15.3,80.9,2,10,46.8,7,7.81,Low,0
5.17,109.0,44.6,11,54.9,77.2,4,15,33.1,3,7.52,Low,0
2.39,225.2,43.9,6,-18.2,39.9,9,6,27.8,22,5.69,Moderate,1
2.29,171.3,54.1,11,32.0,60.2,5,5,44.7,6,4.89,Moderate,0
4.93,151.2,4.6,11,32.4,75.1,4,15,54.2,7,6.5,Low,0
4.09,150.2,18.4,10,2.8,57.1,6,7,43.2,0,7.32,Moderate,1
